English,Marathi
i am here for the meeting,मी इथे मीटिंगसाठी आलो आहे
i am here for the meeting,मी इथे मीटिंगसाठी आले आहे
i am just waiting for tom,मी फक्त टॉमची वाट बघतोय
i am living with my uncle,मी माझ्या मामासोबत राहत आहे
i am living with my uncle,मी माझ्या काकांसोबत राहत आहे
i am looking for my watch,मी माझं घड्याळ शोधतोय
i am not toms girlfriend,मी टॉमची गर्लफ्रेंड नाहीये
i am not afraid of snakes,मी सापांना घाबरत नाही
i am not gambling anymore,मला आता जुगार खेळायला आवडत नाही
i am not listening to you,मी तुझं ऐकत नाहीये
i am not selling anything,मी काहीही विकत नाहीये
i am not sure of anything,मला कशाचीच खात्री नाहीये
i am responsible for that,त्यासाठी मी जबाबदार आहे
i am staying in australia,मी ऑस्ट्रेलियामध्ये राहतोय
i am staying in australia,मी ऑस्ट्रेलियामध्ये राहतेय
i am studying art history,मी कलेच्या इतिहासाचा अभ्यास करतोय
i am studying art history,मी कलेच्या इतिहासाचा अभ्यास करतेय
i am tired let us go home,मी थकलो आहे घरी जाऊया
i am tired let us go home,मी थकले आहे घरी जाऊया
i am used to eating alone,मला एकट्याने खायची सवय आहे
i am used to living alone,मला एकटं राहण्याची सवय आहे
i am very proud of my son,मला माझ्या मुलाचा खूपच अभिमान आहे
i am working with tom now,मी आता टॉमसोबत काम करत आहे
i am working with tom now,मी आता टॉमबरोबर काम करत आहे
i have already eaten lunch,माझं आधीच जेवून झालं आहे
i have called an ambulance,मी अँब्युलन्स बोलावली आहे
i have called the hospital,मी हॉस्पिटलला फोन केला आहे
i have called the hospital,मी रुग्णालयाला फोन केला आहे
i have come to pick up tom,मी टॉमला घ्यायला आलोय
i have come to pick up tom,मी टॉमला घ्यायला आलेय
i have just read this book,मी आत्ताच हे पुस्तक वाचलं आहे
i have made us some coffee,मी आपल्यासाठी जराशी कॉफी बनवली आहे
i have made us some coffee,मी आमच्यासाठी जराशी कॉफी बनवली आहे
i have only seen tom twice,मी टॉमला फक्त दोनदा पाहिलं आहे
i have only seen tom twice,मी टॉमला फक्त दोनदाच पाहिलं आहे
i have only seen tom twice,मी टॉमला दोनदाच पाहिलं आहे
i have read a lot of books,मी भरपूर पुस्तकं वाचली आहेत
i have rented an apartment,मी एक फ्लॅट भाड्यावर घेतला आहे
i have searched everywhere,मी सगळीकडे शोधलंय
i have spent all the money,मी सगळा पैसा खर्च केला आहे
i have spent all the money,मी सगळे पैसे खर्च केले आहेत
if you can come with us,येऊ शकशील तर आमच्याबरोबर ये
if you can come with us,जमेल तर आमच्याबरोबर या
in a word she is guilty,एका शब्दात म्हणायचं झालं तर ती दोषी आहे
is tom going to buy this,टॉम हे विकत घेणार आहे का
is tom really a canadian,टॉम खरच कॅनेडियन आहे का
is tom telling the truth,टॉम खरं सांगतोय का
is a thousand yen enough,हजार येन पुरेसे आहेत का
is a thousand yen enough,हजार येन पुरतील का
is it ok if i open a can,मी एक कॅन उघडली तर चालेल का
is it this hot every day,दररोज एवढीच गरमी असते का
is that toms girlfriend,ती टॉमची गर्लफ्रेंड आहे का
is that toms girlfriend,टॉमची गर्लफ्रेंड तीच का
is that as heavy as this,ते याइतकं जड आहे का
is that why you did this,म्हणून तू असं केलंस का
is that why you did this,म्हणून तुम्ही असं केलंत का
is the castle open today,किल्ला आज उघडा आहे का
is there an app for that,त्यासाठी अ‍ॅप आहे का
is there anything for me,माझ्यासाठी काही आहे का
is there anything to eat,काही खायला आहे का
is there gas in the tank,टाकीत पेट्रोल आहे का
is this fish still alive,हा मासा अजूनही जिवंत आहे का
is this really happening,हे घरच घडतंय का
is this really happening,असं खरच घडतंय का
is this really necessary,याची खरच गरज आहे का
is your french improving,तुझी फ्रेंच सुधारते आहे का
is your french improving,तुमची फ्रेंच सुधारते आहे का
is your father a teacher,तुमचे वडील शिक्षक आहेत का
is your father a teacher,तुझे वडील शिक्षक आहेत का
is your father a teacher,तुमचे बाबा शिक्षक आहेत का
is your father a teacher,तुझे बाबा शिक्षक आहेत का
is your father a teacher,तुझा बाप शिक्षक आहे का
is not that your car tom,ती गाडी तुझी आहे न टॉम
it does not mean anything,त्याचा काहीही अर्थ नाही
it is a holiday tomorrow,उद्या सुट्टी आहे
it is nice and cool here,इथे मस्तपैकी थंड आहे
it is nice and cool here,इथे मस्त थंड आहे
it is not anybodys fault,कोणाचीच चूक नाहीये
it is not anybodys fault,कोणाचीही चूक नाहीये
it rained for three days,तीन दिवस पाऊस पडला
it rained this afternoon,आज दुपारी पाऊस पडला
it snowed all last night,काल रात्रभर बर्फ पडला
it snowed for three days,तीन दिवस बर्फ पडला
it was tom who told mary,मेरीला सांगितलं ते टॉमने
it was tom who told mary,टॉमनेच मेरीला सांगितलं
it was actually my fault,खरी तर माझी चूक होती
it was published in , मध्ये प्रकाशित झालं होतं
it was published in , मध्ये प्रकाशित झाला होता
it was published in , मध्ये प्रकाशित झाली होती
it would not hurt i promise,दखणार नाही आईशप्पथ
it would not matter to me,मला काहीही फरक पडणार नाही
it will take about an hour,जवळजवळ एक तास लागेल
it is a beautiful country,सुंदर देश आहे
it is a little cold today,आज जरा थंड आहे
it is a quarter past nine,सव्वा नऊ वाजले आहेत
it is a strange situation,विचित्र परिस्थिती आहे
it is a worldwide problem,जागतिक समस्या आहे
it is against my religion,हे माझ्या धर्माविरुद्ध आहे
it is for my personal use,ते माझ्या व्यक्तिगत वापरासाठी आहे
it is hard to believe you,तुझ्यावर विश्वास ठेवणं कठीण आहे
it is hard to believe you,तुमच्यावर विश्वास ठेवणं कठीण असतं
it is hard to lose weight,वजन कमी करणं कठीण असतं
it is in my jacket pocket,माझ्या जॅकेटच्या खिश्यात आहे
it is junk throw it away,कचरा आहे तो फेकून दे
it is junk throw it away,तो कचरा आहे फेकून द्या
it is like summer outside,बाहेर उन्हाळा असल्यासार्खं आहे
it is not always my fault,नेहमीच काय माझी चूक नसते
it is not always my fault,चूक नेहमीच माझी नसते
it is not anybodys fault,कोणाचीच चूक नाहीये
it is on the eighth floor,आठव्या मजल्यावर आहे
it is our duty to do that,तसं करणं आपलं कर्तव्य आहे
it is six of the clock already,आधीच सहा वाजले आहेत
it is something like that,तसलंच काहीतरी आहे
it is useless to even try,प्रयत्न करणंही बेकार आहे
it is very very hot here,इथे खूप खूप गरम आहे
japan is in eastern asia,जपान पौर्वात्य आशियात आहे
japan is located in asia,जपान आशियात स्थित आहे
just tell me where to go,मला फक्त कुठे जायचं आहे एवढं सांग
just tell me where to go,मला फक्त कुठे जायचं आहे एवढं सांगा
last night i was at home,काल रात्री मी घरी होतो
last night i was at home,काल रात्री मी घरी होते
latin is a dead language,लॅटीन ही एक मृत भाषा आहे
latin is a dead language,लॅटीन ही मृत भाषा आहे
leave the engine running,इंजिन चालू ठेव
leave the engine running,इंजिन चालू ठेवा
let him play your guitar,त्याला तुझी गिटार वाजवू दे
let him play your guitar,त्याला तुमची गिटार वाजवू द्या
let me take a look at it,मला बघू दे
let me take a look at it,मला बघू द्या
let me talk to tom first,आधी मला टॉमशी बोलू द्या
let me talk to tom first,त्याआधी मला टॉमशी बोलू दे
let me think for a while,मला थोड्या वेळ विचार करू दे
let me think for a while,मला थोड्या वेळ विचार करू द्या
let me use your computer,मला तुझा कम्प्यूटर वापरू दे
let me use your computer,मला तुमचा कम्प्यूटर वापरू द्या
let us change the subject,चल विषय बदलूया
let us go to toms office,टॉमच्या ऑफिसमध्ये जाऊया
let us leave it up to him,त्याच्यावर सोडूया
let us play cards instead,त्या बदली पत्ते खेळूया
let us play hide and seek,लपाछपी खेळूया
let us see what tom wrote,टॉमने काय लिहिलं बघूया
let us see what tom wrote,टॉमने काय लिहिलं पाहूया
let us sit down somewhere,कुठेतरी बसूया
let us start from the top,वरून सुरुवात करूया
let us start from the top,पहिल्यापासून सुरुवात करूया
let us wait till he comes,तो येईपर्यंत थांबूया
lincoln was a republican,लिंकन रिपब्लिकन होते
many scientists knew him,पुष्कळ वैज्ञानिक त्यांना ओळखत होते
many scientists knew him,पुष्कळ वैज्ञानिक त्याला ओळखत होते
mary is toms girlfriend,मेरी टॉमची गर्लफ्रेंड आहे
mary is a beautiful girl,मेरी सुंदर मुलगी आहे
mary is a beautiful girl,मेरी ही एक सुंदर मुलगी आहे
mary is a beautiful girl,मेरी एक सुंदर मुलगी असते
mary is blackmailing tom,मेरी टॉमला ब्लॅकमेल करत आहे
mary is my exgirlfriend,मेरी माझी एक्सगर्लफ्रेंड आहे
mary is not my girlfriend,मेरी माझी गर्लफ्रेंड नाहीये
mary really is beautiful,मेरी खरच सुंदर आहे
may i use this telephone,मी हा टेलिफोन वापरू शकतो का
may i use this telephone,मी हा टेलिफोन वापरू शकते का
maybe tom likes swimming,टॉमला पोहायला आवडत असेल
milk is sold by the pint,दुधाला पाइन्टच्या हिशोबानं विकलं जातं
monroe received  votes,मॉनरोला  मतं मिळाली
most people like chicken,बहुतेक लोकांना कोंबडी आवडते
most people like chicken,बहुतेक लोकांना चिकन आवडतं
mother is in the kitchen,आई स्वयंपाकघरात आहे
my father has many books,माझ्या वडिलांकडे भरपूर पुस्तकं आहेत
my favorite color is red,माझा आवडता रंग लाल आहे
my friends are in danger,माझे मित्र धोक्यात आहेत
my girlfriend is chinese,माझी गर्लफ्रेंड चिनी आहे
my girlfriend was crying,माझी गर्लफ्रेंड रडत होती
my house is by the ocean,माझं घर महासागरापाशी आहे
my kids used to go there,माझी मुलं तिथे जायची
my life changed that day,माझं आयुष्य त्या दिवशी बदलून गेलं
my parrot died yesterday,काल माझा पोपट मेला
my printer is low on ink,माझ्या प्रिंटरमध्ये शाई कमी आहे
my sister died last year,माझी बहीण गेल्या वर्षी वारली
my sister died last year,ताई गेल्या वर्षी वारली
my sister died last year,माझी बहीण गेल्या वर्षीच मेली
my sister died last year,माझी ताई गेल्या वर्षी मेली
my sister started crying,माझी बहीण रडू लागली
my sister started crying,माझ्या बहिणीने रडायला सुरुवात केली
my sister started crying,ताई रडायला लागली
my uncle gave me his car,माझ्या मामाने त्याची गाडी मला दिली
my uncle gave me his car,माझ्या काकांनी त्यांची गाडी मला दिली
my washing machine broke,माझी वॉशिंगमशीन बिघडली
my wife looked surprised,माझी बायको आश्चर्यचकित दिसत होती
my wife looked surprised,माझी पत्नी आश्चर्यचकित दिसत होती
never mind what she said,ती काय म्हणाली ते सोड
never mind what she said,त्या काय म्हणाल्या ते सोडा
next monday is a holiday,पुढच्या सोमवारी सुट्टी आहे
no one has been arrested,कोणालाही अटक झाली नाही आहे
no one has been arrested,अटक कोणालाच झाली नाही आहे
no one has ever seen god,देवाला कधीच कोणीही पाहिलं नाही
no one has time for that,त्यासाठी कोणालाच वेळ नाहीये
no one is doing anything,कोणीही काहीही करत नाही आहे
no one knows tom is here,टॉम इथे आहे हे कोणालाच ठाऊक नाही आहे
no one knows tom is here,टॉम इथे आहे हे कोणालाच माहीत नाही आहे
no one will believe them,त्यांच्यावर कोणीच विश्वास ठेवणार नाही
nobody is doing anything,कोणीही काहीही करत नाही आहे
nobody wants to help you,कोणालाच तुझी मदत करायची नाही आहे
nobody wants to help you,कोणालाच तुमची मदत करायची नाही आहे
nothing has been decided,काहीही ठरवण्यात आलं नाहीये
now let us begin the game,आता खेळ सुरू करुया
only tom knows the truth,फक्त टॉमलाच सत्य माहीत आहे
people are looking at us,लोकं आपल्याला बघताहेत
people are looking at us,लोकं आपल्याकडे बघताहेत
people lived in villages,लोकं गावांमध्ये रहायची
perhaps you are mistaken,तुझ्याकडून कदाचित चूक झाली असेल
perhaps you are mistaken,तुमच्याकडून कदाचित चूक झाली असेल
pink roses are beautiful,गुलाबी रंगाचे गुलाब सुंदर असतात
please choose one person,कृपया एका व्यक्तीला निवडा
please show me this book,जरा मला हे पुस्तक दाखव
please show me this book,जरा मला हे पुस्तक दाखवा
put the gun on the table,बंदूक टेबलावर ठेव
put the gun on the table,बंदूक टेबलावर ठेवून द्या
read as much as possible,शक्य तितकं वाचावं
read as much as possible,होऊ शकेल तितकं वाच
read as much as possible,शक्य तितकं वाच
read as much as possible,शक्य तितकं वाचा
rugby is an outdoor game,रग्बी हा एक मैदानी खेळ आहे
samsung is a big company,सॅमसंग मोठी कंपनी आहे
say what you want to say,जे म्हणायचं आहे ते म्हण
she burned her left hand,तिने तिचा डावा हात भाजला
she burned her left hand,त्यांनी त्यांचा डावा हात भाजला
she came out of the room,ती खोलीतून बाहेर आली
she came out of the room,त्या खोलीतून बाहेर आल्या
she decided to marry tom,तिने टॉमशी लग्न करायचं ठरवलं
she decided to marry him,मी त्याच्याशी लग्न करायचं ठरवलं
she decided to marry him,मी त्यांच्याशी लग्न करायचं ठरवलं
she did not say anything,तिने काही म्हटलं नाही
she did not say anything,तिने काहीही म्हटलं नाही
she did not marry the man,तिने त्या माणसाशी लग्न केलं नाही
she does not like to work,तिला काम करायला आवडत नाही
she gave him a good kick,तिने त्याला एक चांगलीच लाथ मारली
she had her tooth pulled,तिने आपला दात काढून घेतला
she is drawing a picture,ती एक चित्र काढते आहे
she is not lonely anymore,ती आता एकटी राहिली नाहीये
she is not lonely anymore,त्या आता एकट्या राहिल्या नाहीयेत
she left here right away,ती ताबडतोब इथून निघाली
she lives in the village,ती गावात राहते
she lives in the village,त्या गावात राहतात
she looked up at the sky,तिने वर आकाशाकडे बघितलं
she met him this morning,ती त्याला आज सकाळी भेटली
she prefers beer to wine,तिला वाईनपेक्षा बियर आवडते
she prefers beer to wine,त्यांना वाईनपेक्षा बियर आवडते
she took him to the lake,तिने त्याला तलावाकडे नेलं
she turned off the radio,तिने रेडिओ बंद केला
she wants me to help her,तिला हवं आहे की मी तिची मदत करावी
she was dressed in black,तिने काळे कपडे घातले होते
she was dressed in black,त्यांनी काळे कपडे घातले होते
she was in a great hurry,ती खूप घाईत होती
she went there yesterday,ती तिथे काल गेलेली
she will be here tonight,ती आज रात्री इथे असेल
she wiped away her tears,तिने तिचे आश्रू पुसले
she wiped away her tears,त्यांनी त्यांचे आश्रू पुसले
she wrote a lot of poems,तिने भरपूर कविता लिहिल्या
she wrote a lot of poems,त्यांनी पुष्कळ कविता लिहिल्या
she is fixing the machine,ती मशीन दुरुस्त करतेय
she is not as tall as him,ती त्याच्या एवढी उंच नाहीये
she is wearing a nice hat,तिने चांगली टोपी घातली आहे
she is wearing eye shadow,तिने आय शॅडो लावलेला आहे
she is wearing eye shadow,त्यांनी आय शॅडो लावलेला आहे
sixty new museums opened,साठ नवीन वस्तुसंग्रहालय उघडण्यात आले
some men do not know that,काही पुरुषांना ते माहीत नाही आहे
somebody opened the door,कोणीतरी दरवाजा उघडला
somebody opened the door,कोणीतरी दार उघडलं
someone broke the window,कोणीतरी खिडकी तोडली
someone else was with me,माझ्याबरोबर अजून कोणीतरी होतं
someone entered the room,खोलीत कोणीतरी प्रवेश केला
something has to be done,काहीतरी केलंच पाहिजे
sometimes we forget that,कधीकधी आपण ते विसरतो
sometimes we forget that,कधीकधी आम्ही ते विसरतो
south africa is far away,दक्षिण आफ्रिका दूर आहे
spain controlled florida,स्पेनचा फ्लोरिडावर ताबा होता
stop the car immediately,गाडी ताबडतोब थांबव
stop the car immediately,गाडी ताबडतोब थांबवा
sugar thissolves in water,साखर पाण्यात विरघळते
tears fell from his eyes,त्याच्या डोळ्यांतून अश्रू पडले
tell tom that i will do it,टॉमला सांग की मी करेन
tell tom that i will do it,टॉमला सांगा की मी करेन
tell tom that i will do it,टॉमला सांग मी करेन म्हणून
tell tom that i will do it,टॉमला सांगा मी करेन म्हणून
tell me that story again,ती गोष्ट मला परत सांग
tell me that story again,ती गोष्ट मला परत सांगा
that bag looks expensive,ती बॅग महागडी वाटते
that castle is beautiful,तो किल्ला सुंदर आहे
that cat really was blue,ती मांजर खरच निळी होती
that cat really was blue,ते मांजर खरच निळं होतं
that does not surprise me,त्याने मला आश्चर्य होत नाही
that happened in october,ते झालं ऑक्टोबरमध्ये
that has not happened yet,ते अजूनपर्यंत घडलं नाहीये
that has not happened yet,तसं अजूनपर्यंत घडलं नाहीये
that house is very small,ते घर खूप छोटं आहे
that is really good news,ती खरंच चांगली बातमी आहे
that makes no difference,त्याने काही फरक पडत नाही
that night was very cold,ती रात्र अगदी थंड होती
that song is my favorite,ते गाणं माझं आवडीचं आहे
that story cannot be true,ती गोष्ट खरी असू शकत नाही
that time was really fun,त्यावेळी खरंच मजा आली होती
that was not the question,तो प्रश्न नव्हता
that was not the question,प्रश्न तो नव्हता
that is a beautiful dress,तो एक सुंदर ड्रेस आहे
that is a famous mountain,तो एक प्रसिद्ध डोंगर आहे
that is a very old saying,ती एक खूप जुनी म्हण आहे
that is just not possible,तसं शक्यच नाहीये
that is just not possible,ते शक्यच नाहीये
that is my fathers house,ते माझ्या वडिलांचं घर आहे
that is my favorite chair,ती माझी आवडती खुर्ची आहे
that is not toms problem,तो टॉमचा प्रॉब्लेम नाहीये
that is not his real name,ते त्याचं खरं नाव नाही
that is not his real name,ते त्याचं खरं नाव नाहीये
the babies are screaming,बाळं किंचाळताहेत
the baby cried all night,बाळ रात्रभर रडलं
the baby is able to walk,बाळाला चालता येतं
the baby is crying again,बाळ पुन्हा रडतंय
the baby was fast asleep,बाळ गाढ झोपलेलं
the battle lasted a week,लढाई आठवडाभर चालू राहिली
the book is on the table,पुस्तक टेबलावर आहे
the boy took off his cap,पोराने आपली टोपी काढली
the boy took off his cap,मुलाने आपली टोपी काढली
the boys have gone north,मुलं उत्तरेला गेली आहेत
the car has a new engine,गाडीत नवीन इंजिन आहे
the car has a new engine,गाडीमध्ये नवीन इंजिन आहे
the car is in the garage,गाडी गॅरेजमध्ये आहे
the cat caught the mouse,मांजराने उंदराला पकडलं
the cat was on the table,मांजर टेबलावर होती
the cat was on the table,मांजर टेबलावर होतं
the cement was still wet,सिमेंट अजूनही ओलं आहे
the class begins at ,वर्ग  वाजता सुरू होतो
the decision is not easy,निर्णय सोपा नाही
the dog was hit by a car,कुत्र्याला गाडी ठोकली
the dog was hit by a car,त्या कुत्र्याला एक गाडी ठोकली
the door opened suddenly,दार अचानक उघडलं
the door opened suddenly,दरवाजा अचानक उघडला
the download is complete,डाउनलोड पूर्ण झाला आहे
the engine started again,इंजिन पुन्हा सुरू झालं
the first lesson is easy,पहिला धडा सोपा आहे
the girl hugged her doll,मुलीने आपल्या बाहुलीला मिठी मारली
the girls laughed loudly,मुली जोरजोरात हसल्या
the gunman was jack ruby,बंदूकधारी माणूस जॅक रुबी होता
the law has been changed,कायदा बदलला गेला आहे
the law has been changed,कायदा बदलण्यात आला आहे
the news made them happy,ती बातमी ऐकून ते आनंदी झाली
the news made them happy,बातमी ऐकून त्या आनंदी झाल्या
the pink pillow is clean,गुलाबी उशी साफ आहे
the poor girl went blind,बिचारी आंधळी झाली
the poor girl went blind,ती बिचारी मुलगी आंधळी झाली
the poor girl went blind,ती गरीब मुलगी आंधळी झाली
the price of oil went up,तेलाचा भाव वाढला
the restaurant is closed,रेस्टॉरंट बंद आहे
the sandwich was too big,सँडविच खूपच मोठं होतं
the soup needs more salt,सूपमध्ये अजून मिठाची गरज आहे
the store opens at  am,दुकान सकाळी नऊ वाजता उघडतं
the story cannot be true,ती गोष्ट खरी असूच शकत नाही
the total is one hundred,एकूण बेरीज शंभर आहे
the train leaves at nine,ट्रेन नऊला निघते
there are a few problems,काही समस्या आहेत
there are always options,पर्याय तर नेहमीच असतात
there are too many rules,नियम खूपच आहेत
there is a spoon missing,एक चमचा गायब आहे
there is no school today,आज शाळा नाही आहे
there is not anybody else,आजून कोणी नाहीये
there is not anybody else,आजून कोणीही नाहीये
there was nothing to eat,खायला काही नव्हतं
there were three letters,तीन पत्रे होती
there were three letters,तीन अक्षरे होती
there is a bus stop there,तिथे बस स्टॉप आहे
there is a bus stop there,तिथे बस थांबा आहे
there is no need to hurry,घाई करायची काही गरज नाहीये
there is no one else left,अजून कोणीही राहिलं नाहीये
there is no shame in that,त्यात लाज वाटून घेण्यासारखं काहीच नाही
there is no way to escape,सुटण्याचा कोणताही मार्ग नाहीये
there is nothing i can do,मी काही करू शकत नाही
these are good questions,ही चांगली प्रश्न आहेत
these are very old books,ही अतिशय जुनी पुस्तकं आहेत
these books are all mine,ही पुस्तकं सर्व माझी आहेत
these books are my books,ही पुस्तकं माझी पुस्तकं आहेत
these books are very old,ही पुस्तकं खूपच जुनी आहेत
these computers are mine,हे संगणक माझे आहेत
these computers are mine,हे कम्प्यूटर माझे आहेत
these things are not mine,त्या गोष्टी माझ्या नाहीयेत
these things are not mine,त्या वस्तू माझ्या नाहीयेत
they are afraid of death,ते मृत्यूला घाबरतात
they are afraid of death,त्या मृत्यूला घाबरतात
they ate up all the cake,त्यांनी सर्व केक खाऊन टाकला
they both got in the car,ते दोघेही गाडीत बसले
they both got in the car,त्या दोघीही गाडीत बसल्या
they caught him stealing,त्यांनी त्याला चोरी करताना पकडलं
they do not work at night,ते रात्री काम करत नाहीत
they do not work at night,त्या रात्री काम करत नाहीत
they have gone to europe,ते युरोपला गेले आहेत
they have gone to europe,त्या युरोपला गेल्या आहेत
they have plenty of food,त्यांच्याकडे भरपूर अन्न आहे
they have plenty of time,त्यांच्याकडे भरपूर वेळ आहे
they have three children,त्यांच्याकडे तीन मुलं आहेत
they have three children,त्यांची तीन मुलं आहेत
they named the dog shiro,त्यांनी कुत्र्याचं नाव शिरो ठेवलं
they probably do not know,त्यांना कदाचित माहीत नाहीये
they say tom can do that,असं म्हणतात की टॉम तसं करू शकतो
they say tom can do that,ते म्हणतात की टॉम तसं करू शकतो
they say tom can do that,त्या म्हणतात की टॉम तसं करू शकतो
they want to become rich,त्यांना श्रीमंत बनायचं आहे
they were spending money,ते पैसे खर्च करत होते
they were spending money,त्या पैसे खर्च करत होत्या
they would not find anything,त्यांना काहीही सापडणार नाही
they would not find anything,त्यांना काहीच सापडणार नाही
they would not understand,त्यांना समजणार नाही
they will believe anything,ते कशावरही विश्वास ठेवतील
they will believe anything,त्या कशावरही विश्वास ठेवतील
they are not always there,ते नेहमीच तिथे नसतात
they are playing together,ते एकत्र खेळताहेत
they are playing together,त्या एकत्र खेळताहेत
they are very fond of him,त्यांना तो खूप आवडतो
they are very fond of him,त्यांना ते खूप आवडतात
this building is ancient,ही इमारत प्राचीन आहे
this campus is beautiful,हे कॅम्पस सुंदर आहे
this carpet is beautiful,हे कार्पेट सुंदर आहे
this castle is beautiful,हा किल्ला सुंदर आहे
this clock is not working,हे घड्याळ चालत नाहीये
this clock is not working,हे घड्याळ चालू नाहीये
this diamond is not real,हा हिरा खरा नाही
this door would not open,हा दरवाजा उघडत नाही आहे
this flower is beautiful,हे फूल सुंदर आहे
this fruit is not for you,हे फळ तुझ्यासाठी नाहीये
this house has six rooms,या घरात सहा खोल्या आहेत
this house is very small,हे घर अतिशय छोटं आहे
this is toms photograph,हा टॉमचा फोटो आहे
this is uncle toms farm,हे टॉम काकांचं शेत आहे
this is uncle toms farm,ही टॉम मामाची शेती आहे
this is a friend of mine,हा माझा मित्र आहे
this is a friend of mine,ही माझी मैत्रिण आहे
this is a green notebook,ही एक हिरवी वही आहे
this is a private matter,हा एक खाजगी मुद्दा आहे
this is a serious matter,हा गंभीर मुद्दा आहे
this is a very tall tree,हे एक अतिशय उंच झाड आहे
this is a weird sentence,हे एक विचित्र वाक्य आहे
this is an easy exercise,हा एक सोपा व्यायाम आहे
this is driving me crazy,ह्याने माझं डोकं फिरतंय
this is how we cook rice,या प्रकारे आम्ही भात शिजवतो
this is just what i need,याचीच गरज होती
this is my email address,हा माझा ईमेल पत्ता आहे
this is my favorite song,हे माझं आवडतं गाणं आहे
this is the last warning,ही शेवटची चेतावणी आहे
this land belongs to tom,ही जमीन टॉमच्या मालकीची आहे
this makes me very angry,याने मला खूप राग येतो
this man is harassing me,हा माणूस मला सतवत आहे
this orange is delicious,हे संत्र चविष्ट आहे
this question is not easy,हा प्रश्न सोपा नाहीये
this television is heavy,हा टीव्ही जड आहे
this time it has to work,या वेळी चालायलाच पाहिजे
this tire needs some air,ह्या टायरमध्ये हवा घातली पाहिजे
three people were killed,तीन जण मारले गेले
today is valentines day,आज व्हॅलेन्टाईन्स डे आहे
today is not good for me,आज मला जमणार नाही
todays monday is not it,आज सोमवार आहे नं
todays monday is not it,आज सोमवार आहे नाही का
tokyo is a very big city,टोक्यो खूप मोठं शहर आहे
tom and i went to boston,टॉम आणि मी बॉस्टनला गेलो
tom and i will go together,टॉम आणि मी एकत्र जाऊ
tom and mary are arguing,टॉम आणि मेरी भांडताहेत
tom and mary are orphans,टॉम आणि मेरी अनाथ आहेत
tom and mary are singers,टॉम आणि मेरी गायक आहेत
tom and mary are waiting,टॉम आणि मेरी वाट बघताहेत
tom and mary are waiting,टॉम आणि मेरी थांबलेले आहेत
tom answered incorrectly,टॉमने चुकीचं उत्तर दिलं
tom answered my question,टॉमने माझ्या प्रश्नाचं उत्तर दिलं
tom asked for more money,टॉमने अजून पैसे मागितले
tom asked for more water,टॉमने अजून पाणी मागितलं
tom ate three sandwiches,टॉमने तीन सँडविच खाल्ले
tom became a taxi driver,टॉम टॅक्सी चालक बनला
tom became the commander,टॉम कमांडर बनला
tom bought himself a dog,टॉमने स्वतःसाठी एक कुत्रा विकत घेतला
tom bought some potatoes,टॉमने काही बटाटे विकत घेतले
tom called me last night,टॉमने मला काल रात्री फोन केला
tom came back downstairs,टॉम परत खाली आला
tom came into the office,टॉम ऑफिसमध्ये आला
tom could be unconscious,टॉम बेशुद्ध असू शकेल
tom decided to head home,टॉमने घरी जायचं ठरवलं
tom decided to head home,टॉमने घरी जायचा निर्णय घेतला
tom did his own research,टॉमने स्वतःचं संशोधन केलं
tom did not feel anything,टॉमला काही वाटलं नाही
tom did not have anything,टॉमकडे काहीही नव्हतं
tom did not kill his wife,टॉमने त्याच्या बायकोला ठार मारलं नाही
tom did not need our help,टॉमला आपल्या मदतीची गरज नव्हती
tom did not open the door,टॉमने दार उघडलं नाही
tom did not open the door,टॉमने दरवाजा उघडला नाही
tom did not shoot anybody,टॉमने कोणालाही गोळी मारली नाही
tom did not tell everyone,टॉमने सगळ्यांना सांगितलं नाही
tom did not wait for mary,टॉमने मेरीची वाट बघितली नाही
tom did not wait for mary,टॉम मेरीसाठी थांबला नाही
tom did not want any more,टॉमला अजून नको होतं
tom did not want anything,टॉमला काहीही नको होतं
tom died in the accident,टॉम अपघातात वारला
tom died in the accident,टॉम अपघातात मेला
tom died on october th,टॉम  ऑक्टोबरला मेला
tom died on october th,टॉम  ऑक्टोबरला वारला
tom died while in boston,टॉम बॉस्टनमध्ये असताना मेला
tom died while in boston,टॉम बॉस्टनमध्ये असताना वारला
tom does not like cheese,टॉमला चीज आवडत नाही
